station_id,station_complex_id,station_complex,days,heatwave_days,storm_days,event_days,median_entries,pct_heatwave,pct_storm,pct_event
108,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",658,9,17,29,133877.5,0.013677811550151976,0.025835866261398176,0.044072948328267476
107,610,"Grand Central-42 St (S,4,5,6,7)",658,9,17,65,102199.5,0.013677811550151976,0.025835866261398176,0.09878419452887538
105,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",658,9,17,13,73660.5,0.013677811550151976,0.025835866261398176,0.019756838905775075
103,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",658,9,17,36,66299,0.013677811550151976,0.025835866261398176,0.0547112462006079
118,628,"Fulton St (A,C,J,Z,2,3,4,5)",658,9,17,13,57854,0.013677811550151976,0.025835866261398176,0.019756838905775075
27,164,"34 St-Penn Station (A,C,E)",658,9,17,2,55335,0.013677811550151976,0.025835866261398176,0.00303951367781155
65,318,"34 St-Penn Station (1,2,3)",658,9,17,12,49223.5,0.013677811550151976,0.025835866261398176,0.0182370820668693
111,614,"59 St-Columbus Circle (A,B,C,D,1)",658,9,17,26,48177,0.013677811550151976,0.025835866261398176,0.03951367781155015
116,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",658,9,17,22,40752.5,0.013677811550151976,0.025835866261398176,0.03343465045592705
109,612,"Lexington Av-53 St (E,M)/51 St (6)",658,9,17,30,39076,0.013677811550151976,0.025835866261398176,0.04559270516717325
39,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",658,9,17,21,37986.5,0.013677811550151976,0.025835866261398176,0.031914893617021274
110,613,"Lexington Av (N,R,W)/59 St (4,5,6)",658,9,17,5,36483.5,0.013677811550151976,0.025835866261398176,0.007598784194528876
106,609,"Bryant Pk (B,D,F,M)/5 Av (7)",658,9,17,41,36459.5,0.013677811550151976,0.025835866261398176,0.06231003039513678
112,618,"14 St (A,C,E)/8 Av (L)",658,9,17,40,33448.5,0.013677811550151976,0.025835866261398176,0.060790273556231005
82,397,"86 St (4,5,6)",658,9,17,10,32978,0.013677811550151976,0.025835866261398176,0.015197568389057751
115,623,"Canal St (J,N,Q,R,W,Z,6)",658,9,17,52,31835.5,0.013677811550151976,0.025835866261398176,0.0790273556231003
29,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",658,9,17,32,30769.5,0.013677811550151976,0.025835866261398176,0.0486322188449848
102,601,"14 St (F,M,1,2,3)/6 Av (L)",658,9,17,23,30462.5,0.013677811550151976,0.025835866261398176,0.034954407294832825
113,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",658,9,17,71,28676,0.013677811550151976,0.025835866261398176,0.10790273556231003
62,313,"72 St (1,2,3)",658,9,17,8,27530,0.013677811550151976,0.025835866261398176,0.0121580547112462
59,310,"96 St (1,2,3)",656,9,17,11,24397.5,0.013719512195121951,0.025914634146341462,0.01676829268292683
121,9,"57 St-7 Av (N,Q,R,W)",658,9,17,1,23862.5,0.013677811550151976,0.025835866261398176,0.001519756838905775
101,477,72 St (Q),658,9,17,10,22055,0.013677811550151976,0.025835866261398176,0.015197568389057751
117,625,"Delancey St (F)/Essex St (J,M,Z)",658,9,17,26,20469,0.013677811550151976,0.025835866261398176,0.03951367781155015
83,398,77 St (6),658,9,17,12,20438.5,0.013677811550151976,0.025835866261398176,0.0182370820668693
119,635,"South Ferry (1)/Whitehall St (R,W)",658,9,17,4,19835.5,0.013677811550151976,0.025835866261398176,0.0060790273556231
85,403,33 St (6),654,9,17,9,19144,0.013761467889908258,0.02599388379204893,0.013761467889908258
114,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",658,9,17,22,18917,0.013677811550151976,0.025835866261398176,0.03343465045592705
5,119,1 Av (L),650,9,17,21,18913.5,0.013846153846153847,0.026153846153846153,0.03230769230769231
1,10,"49 St (N,R,W)",657,9,17,7,18753,0.0136986301369863,0.0258751902587519,0.0106544901065449
98,471,34 St-Hudson Yards (7),632,9,16,45,18696.5,0.014240506329113924,0.02531645569620253,0.071202531645569625
40,228,"23 St (F,M)",655,9,17,14,18270,0.013740458015267175,0.025954198473282442,0.021374045801526718
17,153,"125 St (A,C,B,D)",656,9,17,28,17855,0.013719512195121951,0.025914634146341462,0.042682926829268296
100,476,86 St (Q),658,9,17,13,17113.5,0.013677811550151976,0.025835866261398176,0.019756838905775075
41,231,"Grand St (B,D)",643,9,16,7,16808,0.013996889580093312,0.024883359253499222,0.01088646967340591
104,605,"168 St (A,C,1)",658,9,17,14,16749,0.013677811550151976,0.025835866261398176,0.02127659574468085
77,392,"125 St (4,5,6)",658,9,17,21,16654.5,0.013677811550151976,0.025835866261398176,0.031914893617021274
87,405,23 St (6),654,9,17,18,16540,0.013761467889908258,0.02599388379204893,0.027522935779816515
64,316,50 St (1),657,9,17,1,16424,0.0136986301369863,0.0258751902587519,0.0015220700152207
91,414,"Bowling Green (4,5)",654,9,17,8,16209,0.013761467889908258,0.02599388379204893,0.012232415902140673
26,162,"50 St (C,E)",658,9,17,16,15701,0.013677811550151976,0.025835866261398176,0.0243161094224924
84,399,68 St-Hunter College (6),658,9,17,22,15096,0.013677811550151976,0.025835866261398176,0.03343465045592705
28,165,"23 St (C,E)",657,9,17,17,15031,0.0136986301369863,0.0258751902587519,0.0258751902587519
15,151,"145 St (A,C,B,D)",658,9,17,18,14634,0.013677811550151976,0.025835866261398176,0.02735562310030395
44,276,"5 Av/53 St (E,M)",655,9,17,26,13966,0.013740458015267175,0.025954198473282442,0.03969465648854962
86,404,28 St (6),654,9,17,16,13937.5,0.013761467889908258,0.02599388379204893,0.024464831804281346
63,314,66 St-Lincoln Center (1),658,9,17,26,13765,0.013677811550151976,0.025835866261398176,0.03951367781155015
7,14,"23 St (R,W)",657,9,17,41,13001,0.0136986301369863,0.0258751902587519,0.0624048706240487
45,277,"7 Av (E,B,D)",658,9,17,15,12818.5,0.013677811550151976,0.025835866261398176,0.022796352583586626
81,396,96 St (6),658,9,17,16,12544,0.013677811550151976,0.025835866261398176,0.0243161094224924
76,333,"Wall St (2,3)",654,9,17,87,12359,0.013761467889908258,0.02599388379204893,0.13302752293577982
99,475,96 St (Q),658,9,17,7,12322.5,0.013677811550151976,0.025835866261398176,0.010638297872340425
37,223,"Lexington Av/63 St (F,Q)",658,9,17,7,12224.5,0.013677811550151976,0.025835866261398176,0.010638297872340425
31,169,"Canal St (A,C,E)",657,9,17,2,12172,0.0136986301369863,0.0258751902587519,0.0030441400304414
73,327,"Chambers St (1,2,3)",658,9,17,17,12115.5,0.013677811550151976,0.025835866261398176,0.025835866261398176
42,232,2 Av (F),657,9,17,13,11878,0.0136986301369863,0.0258751902587519,0.0197869101978691
60,311,86 St (1),657,9,17,12,11687,0.0136986301369863,0.0258751902587519,0.0182648401826484
88,407,Astor Pl (6),654,9,17,14,11425,0.013761467889908258,0.02599388379204893,0.021406727828746176
24,16,"8 St-NYU (R,W)",655,9,16,38,11365,0.013740458015267175,0.024427480916030534,0.05801526717557252
74,328,WTC Cortlandt (1),652,9,15,8,11316,0.013803680981595092,0.023006134969325152,0.012269938650306749
90,413,"Wall St (4,5)",646,9,17,16,11194.5,0.01393188854489164,0.02631578947368421,0.02476780185758514
120,8,"5 Av/59 St (N,R,W)",644,7,17,19,10805,0.010869565217391304,0.026397515527950312,0.029503105590062112
43,234,East Broadway (F),656,9,17,27,10447.5,0.013719512195121951,0.025914634146341462,0.041158536585365856
61,312,79 St (1),656,9,17,19,10179.5,0.013719512195121951,0.025914634146341462,0.028963414634146343
38,224,57 St (F),595,9,15,3,10158,0.015126050420168067,0.025210084033613446,0.005042016806722689
30,168,"Spring St (C,E)",658,9,17,28,10073,0.013677811550151976,0.025835866261398176,0.0425531914893617
23,159,"81 St-Museum of Natural History (C,B)",650,9,17,0,9831.5,0.013846153846153847,0.026153846153846153,0
67,320,23 St (1),658,9,17,0,9414,0.013677811550151976,0.025835866261398176,0
70,324,Houston St (1),658,9,17,14,9335,0.013677811550151976,0.025835866261398176,0.02127659574468085
66,319,28 St (1),658,9,17,13,9170.5,0.013677811550151976,0.025835866261398176,0.019756838905775075
95,439,"125 St (2,3)",650,9,17,15,9121.5,0.013846153846153847,0.026153846153846153,0.023076923076923078
56,307,116 St-Columbia University (1),652,9,17,11,8922,0.013803680981595092,0.02607361963190184,0.01687116564417178
32,17,"Prince St (R,W)",653,9,17,91,8893,0.013782542113323124,0.026033690658499236,0.13935681470137826
89,409,Spring St (6),654,9,17,97,8821,0.013761467889908258,0.02599388379204893,0.14831804281345565
78,393,116 St (6),658,9,17,39,8697,0.013677811550151976,0.025835866261398176,0.05927051671732523
6,13,"28 St (R,W)",653,9,16,8,8637,0.013782542113323124,0.02450229709035222,0.01225114854517611
57,308,Cathedral Pkwy (110 St) (1),656,9,17,19,8511.5,0.013719512195121951,0.025914634146341462,0.028963414634146343
58,309,103 St (1),652,9,17,17,8375.5,0.013803680981595092,0.02607361963190184,0.02607361963190184
69,323,Christopher St-Sheridan Sq (1),658,9,17,24,8361.5,0.013677811550151976,0.025835866261398176,0.0364741641337386
80,395,103 St (6),658,9,17,16,8068,0.013677811550151976,0.025835866261398176,0.0243161094224924
22,158,"86 St (C,B)",640,9,17,4,7970,0.0140625,0.0265625,0.00625
54,305,137 St-City College (1),655,9,17,23,7634,0.013740458015267175,0.025954198473282442,0.035114503816793895
25,160,"72 St (C,B)",639,9,17,3,7468,0.014084507042253521,0.026604068857589983,0.004694835680751174
12,147,175 St (A),639,9,16,10,7055,0.014084507042253521,0.025039123630672927,0.01564945226917058
94,438,"135 St (2,3)",652,9,17,21,7027.5,0.013803680981595092,0.02607361963190184,0.032208588957055216
21,157,"96 St (C,B)",648,9,17,5,6952,0.013888888888888888,0.026234567901234566,0.007716049382716049
51,301,181 St (1),616,7,14,37,6889.5,0.011363636363636364,0.022727272727272728,0.060064935064935064
52,303,157 St (1),632,7,15,6,6886.5,0.011075949367088608,0.023734177215189875,0.00949367088607595
79,394,110 St (6),658,9,17,21,6546.5,0.013677811550151976,0.025835866261398176,0.031914893617021274
11,146,181 St (A),637,9,16,2,6369,0.0141287284144427,0.02511773940345369,0.0031397174254317113
53,304,145 St (1),631,7,15,10,6224,0.011093502377179081,0.02377179080824089,0.01584786053882726
36,222,Roosevelt Island (F),643,9,16,0,6092,0.013996889580093312,0.024883359253499222,0
96,440,"116 St (2,3)",650,9,17,27,6019,0.013846153846153847,0.026153846153846153,0.04153846153846154
55,306,125 St (1),649,9,17,13,5903,0.01386748844375963,0.026194144838212634,0.020030816640986132
8,143,Inwood-207 St (A),636,9,16,0,5892,0.014150943396226415,0.025157232704402517,0
19,155,"Cathedral Pkwy (110 St) (C,B)",649,9,17,7,5299,0.01386748844375963,0.026194144838212634,0.01078582434514638
68,321,18 St (1),658,9,17,8,5218,0.013677811550151976,0.025835866261398176,0.0121580547112462
75,329,Rector St (1),649,9,15,4,5055,0.01386748844375963,0.023112480739599383,0.0061633281972265025
4,118,3 Av (L),645,9,16,6,4909,0.013953488372093023,0.024806201550387597,0.009302325581395349
50,300,191 St (1),619,7,14,4,4802,0.011308562197092083,0.022617124394184167,0.006462035541195477
97,441,"Central Park North (110 St) (2,3)",649,9,17,12,4662,0.01386748844375963,0.026194144838212634,0.01848998459167951
49,299,Dyckman St (1),640,8,16,3,4560.5,0.0125,0.025,0.0046875
18,154,"116 St (C,B)",648,9,17,32,4380.5,0.013888888888888888,0.026234567901234566,0.04938271604938271
122,TRAM1,RI Tramway (Manhattan),642,9,17,0,4322,0.014018691588785047,0.0264797507788162,0
9,144,Dyckman St (A),632,9,16,7,4317,0.014240506329113924,0.02531645569620253,0.011075949367088608
3,107,"Broad St (J,Z)",622,6,17,262,4237.5,0.00964630225080386,0.027331189710610933,0.4212218649517685
72,326,Franklin St (1),658,9,17,7,4194,0.013677811550151976,0.025835866261398176,0.010638297872340425
123,TRAM2,RI Tramway (Roosevelt),595,9,14,0,3965,0.015126050420168067,0.023529411764705882,0
48,298,207 St (1),652,9,16,9,3895,0.013803680981595092,0.024539877300613498,0.013803680981595092
33,20,"City Hall (R,W)",646,9,17,33,3802,0.01393188854489164,0.02631578947368421,0.05108359133126935
34,22,"Rector St (R,W)",634,9,16,10,3757.5,0.014195583596214511,0.025236593059936908,0.015772870662460567
16,152,"135 St (C,B)",649,9,17,16,3500,0.01386748844375963,0.026194144838212634,0.02465331278890601
71,325,Canal St (1),658,9,17,26,3267,0.013677811550151976,0.025835866261398176,0.03951367781155015
20,156,"103 St (C,B)",638,9,17,7,3195,0.014106583072100314,0.02664576802507837,0.0109717868338558
46,296,Marble Hill-225 St (1),652,9,16,0,3125,0.013803680981595092,0.024539877300613498,0
10,145,190 St (A),618,9,16,1,2965,0.014563106796116505,0.025889967637540454,0.0016181229773462784
13,149,163 St-Amsterdam Av (C),657,9,17,3,2682,0.0136986301369863,0.0258751902587519,0.0045662100456621
2,103,"Bowery (J,Z)",610,6,16,28,2566,0.009836065573770493,0.02622950819672131,0.04590163934426229
92,436,Harlem-148 St (3),639,9,17,6,2078,0.014084507042253521,0.026604068857589983,0.009389671361502348
93,437,145 St (3),607,9,16,9,1956,0.014827018121911038,0.026359143327841845,0.014827018121911038
35,220,"155 St (B,D)",658,9,17,3,1743,0.013677811550151976,0.025835866261398176,0.004559270516717325
14,150,155 St (C),657,9,17,9,1674,0.0136986301369863,0.0258751902587519,0.0136986301369863
47,297,215 St (1),652,9,16,1,1567,0.013803680981595092,0.024539877300613498,0.0015337423312883436
